fecha,hora,localizacion,numero,tipo_accidente,tipo_vehiculo,tipo_persona,rango_edad,sexo,longitude,latitude,geohash,road_info,postcode,road,formatted,latitude_api,longitude_api,road_name_speed_api,hora_accidente,int_real,ocupacion,vmed,high_speed_point,hora_rango,flag,pred_lesividad_grave
2,35,50,9,2,2,1,15,2,-3.7254959426006,40.38075369407888,50,47,28025.0,47,49,40.380927,-3.7254661,43,43,73.46036585365853,6.843076923076923,57.43,0,11,0,0.0
2,38,51,40,2,3,1,3,2,-3.675607994336584,40.44238149266732,51,48,28002.0,48,50,40.4423352,-3.6756912,45,44,146.55291411042944,6.720858895705521,74.57,0,12,0,0.0
2,38,51,40,2,1,1,1,2,-3.675607994336584,40.44238149266732,51,48,28002.0,48,50,40.4423352,-3.6756912,45,44,146.55291411042944,6.720858895705521,74.57,0,12,0,0.0
2,39,52,41,1,4,1,8,2,-3.638952363617483,40.39496937584583,52,49,28030.0,49,51,40.3948504,-3.6389779,46,45,131.99774774774775,5.796296296296297,76.63,0,12,0,0.0
2,39,52,41,1,2,1,9,1,-3.638952363617483,40.39496937584583,52,49,28030.0,49,51,40.3948504,-3.6389779,46,45,131.99774774774775,5.796296296296297,76.63,0,12,0,0.0
2,39,53,42,2,11,1,15,2,-3.678984829083453,40.43869236384114,53,13,28006.0,13,52,40.4386823,-3.6789361,13,46,148.88384615384615,6.772307692307693,73.15,0,12,0,0.0
2,39,53,42,2,3,1,8,2,-3.678984829083453,40.43869236384114,53,13,28006.0,13,52,40.4386823,-3.6789361,13,46,148.88384615384615,6.772307692307693,73.15,0,12,0,
2,39,53,42,2,2,1,8,2,-3.678984829083453,40.43869236384114,53,13,28006.0,13,52,40.4386823,-3.6789361,13,46,148.88384615384615,6.772307692307693,73.15,0,12,0,0.0
2,39,53,42,2,2,2,9,2,-3.678984829083453,40.43869236384114,53,13,28006.0,13,52,40.4386823,-3.6789361,13,46,148.88384615384615,6.772307692307693,73.15,0,12,0,0.0
2,39,53,42,2,2,2,9,1,-3.678984829083453,40.43869236384114,53,13,28006.0,13,52,40.4386823,-3.6789361,13,46,148.88384615384615,6.772307692307693,73.15,0,12,0,0.0
2,39,53,42,2,2,3,4,2,-3.678984829083453,40.43869236384114,53,13,28006.0,13,52,40.4386823,-3.6789361,13,46,148.88384615384615,6.772307692307693,73.15,0,12,0,0.0
2,40,54,9,1,2,1,7,1,-3.6893524825012176,40.4072532936918,54,50,28014.0,50,53,40.4071658,-3.6892904,47,47,198.37321428571428,6.77536231884058,71.65,0,13,0,0.0
